A,A flow coefficient,B,B flow coefficient,C,C flow coefficient,D,D flow coefficient,E,E flow coefficient,F,F flow coefficient,G,G flow coefficient,H,H flow coefficient,I,I flow coefficient,J,J flow coefficient,K,K flow coefficient,L,L flow coefficient,M,M flow coefficient,N,N flow coefficient,O,O flow coefficient,P,P flow coefficient,Q,Q flow coefficient,R,R flow coefficient,S,S flow coefficient,T,T flow coefficient,U,U flow coefficient,V,V flow coefficient,W,W flow coefficient,X,X flow coefficient,Y,Y flow coefficient,Z,Z flow coefficient,AA,AA flow coefficient,AB,AB flow coefficient,AC,AC flow coefficient,AD,AD flow coefficient,AE,AE flow coefficient,AF,AF flow coefficient,AG,AG flow coefficient,AH,AH flow coefficient,AI,AI flow coefficient,AJ,AJ flow coefficient,AK,AK flow coefficient,AL,AL flow coefficient,AM,AM flow coefficient,AN,AN flow coefficient,AO,AO flow coefficient,AP,AP flow coefficient,AQ,AQ flow coefficient,AR,AR flow coefficient,AS,AS flow coefficient,AT,AT flow coefficient,AU,AU flow coefficient,AV,AV flow coefficient,AW,AW flow coefficient,AX,AX flow coefficient,AY,AY flow coefficient,AZ,AZ flow coefficient,BA,BA flow coefficient,BB,BB flow coefficient,BC,BC flow coefficient,BD,BD flow coefficient,BE,BE flow coefficient,BF,BF flow coefficient,BG,BG flow coefficient,BH,BH flow coefficient,BI,BI flow coefficient,BJ,BJ flow coefficient,BK,BK flow coefficient,BL,BL flow coefficient,BM,BM flow coefficient,BN,BN flow coefficient,BO,BO flow coefficient,BP,BP flow coefficient,BQ,BQ flow coefficient,BR,BR flow coefficient,BS,BS flow coefficient,BT,BT flow coefficient,BU,BU flow coefficient,BV,BV flow coefficient,BW,BW flow coefficient,BX,BX flow coefficient,BY,BY flow coefficient,BZ,BZ flow coefficient,CA,CA flow coefficient,CB,CB flow coefficient,CC,CC flow coefficient,CD,CD flow coefficient,CE,CE flow coefficient,CF,CF flow coefficient,CG,CG flow coefficient,CH,CH flow coefficient,CI,CI flow coefficient,CJ,CJ flow coefficient,CK,CK flow coefficient,CL,CL flow coefficient,CM,CM flow coefficient,CN,CN flow coefficient,CO,CO flow coefficient,CP,CP flow coefficient,CQ,CQ flow coefficient,CR,CR flow coefficient,CS,CS flow coefficient,CT,CT flow coefficient,CU,CU flow coefficient,CV,CV flow coefficient,CW,CW flow coefficient,CX,CX flow coefficient,CY,CY flow coefficient,CZ,CZ flow coefficient,DA,DA flow coefficient,DB,DB flow coefficient,DC,DC flow coefficient,DD,DD flow coefficient,DE,DE flow coefficient,DF,DF flow coefficient,DG,DG flow coefficient,DH,DH flow coefficient,DI,DI flow coefficient,DJ,DJ flow coefficient,DK,DK flow coefficient,DL,DL flow coefficient,DM,DM flow coefficient,DN,DN flow coefficient,DO,DO flow coefficient,DP,DP flow coefficient,DQ,DQ flow coefficient,DR,DR flow coefficient,DS,DS flow coefficient,DT,DT flow coefficient,DU,DU flow coefficient,DV,DV flow coefficient,DW,DW flow coefficient,DX,DX flow coefficient,DY,DY flow coefficient,DZ,DZ flow coefficient,EA,EA flow coefficient,EB,EB flow coefficient,EC,EC flow coefficient,ED,ED flow coefficient,EE,EE flow coefficient,EF,EF flow coefficient,EG,EG flow coefficient,EH,EH flow coefficient,EI,EI flow coefficient,EJ,EJ flow coefficient,EK,EK flow coefficient,EL,EL flow coefficient,EM,EM flow coefficient,EN,EN flow coefficient,EO,EO flow coefficient,EP,EP flow coefficient,EQ,EQ flow coefficient,ER,ER flow coefficient,ES,ES flow coefficient,ET,ET flow coefficient
L,1.854752529,L,1.389495964,L,1.623448925,L,1.754925918,L,1.72225241,L,1.127576748,L,0.434427169,L,1.039406841,L,1.28693889,L,0.435865412,L,0.582880239,K,1.142309844,K,1.537136,K,0.547456716,K,1.012598059,K,1.879739071,K,1.538770765,K,1.932614783,K,0.127848496,K,1.398760185,K,1.541009279,K,1.627115558,K,0.913913664,K,1.467075601,K,0.346383086,K,1.428332109,K,1.089173634,K,1.41359854,K,1.692626563,K,0.34236253,K,1.658186248,K,1.771691312,K,1.442883895,K,1.166950049,K,0.890379529,K,1.863475274,K,1.986217018,K,1.51698349,K,1.823594704,K,0.830129306,K,1.430023872,K,1.99620008,K,1.019570448,K,1.744530729,K,1.060774227,K,1.00764415,K,0.536676804,K,1.042702244,K,0.07704068,K,1.656297219,K,0.565238861,K,1.821271037,K,0.565318577,K,1.464291246,K,1.737850446,K,1.933923606,K,0.460707509,K,0.927796641,K,0.118508279,K,1.312980295,K,1.946880593,K,1.106689598,K,1.814131931,K,0.373086562,K,0.47830661,K,0.51017093,K,0.114956886,K,1.526622492,K,0.08044272,K,1.578168291,K,0.818836961,K,1.435099636,K,0.364236526,K,1.972164407,K,0.503794899,K,0.966353782,K,1.694873671,K,1.416332702,K,1.421743548,K,0.320966648,K,1.394300669,K,0.230380571,K,1.88844933,K,0.222027381,K,0.157978622,K,1.679428788,K,1.191759048,K,1.902627316,K,1.542352287,K,1.681757858,K,0.383411945,K,0.589792685,K,1.29046987,K,1.087381855,K,0.698667496,K,0.833093914,K,1.461809714,K,0.904643142,K,1.686953929,K,0.437217697,K,0.070552752,K,0.417185889,K,1.034182503,K,1.576481135,K,0.399490244,K,1.396151662,K,0.760211299,K,0.685543446,K,0.27344492,K,0.699486601,K,0.614639638,K,1.372590776,K,0.070093891,K,0.041526162,K,0.366685029,K,0.950801593,K,0.866179217,K,1.037725546,K,1.049885226,K,0.997685425,K,0.002110174,K,0.377900137,K,0.409984309,K,1.686504421,K,0.41836202,K,1.333323064,K,0.155308287,K,1.708055224,K,1.315487536,K,1.45330174,K,0.552597271,K,0.147945242,K,1.063045975,K,0.115271495,K,0.108876634,K,1.371106948,K,1.670654188,K,0.442960484,K,1.264540438,K,0.215731752,K,1.765314256,K,0.728052305,K,1.537238234,K,0.917752753,K,0.351135651,K,1.14031946,K,1.841776108,K,0.572124672,K,1.043134543,K,0.372133259
M,1.649783749,M,1.813077526,M,0.990726031,M,0.617053368,M,0.978107241,M,1.636014806,M,0.257244202,M,1.442173176,M,1.620775681,M,1.243960249,M,0.949515667,M,0.478615843,L,0.774627019,L,0.89722531,L,0.787966973,L,0.542690404,L,1.850533662,L,0.28649741,L,1.925535155,L,1.784746745,L,0.472511817,L,0.647645167,L,0.098741619,L,1.188380839,L,1.133306869,L,1.275925372,L,1.431821512,L,0.911847466,L,1.631238811,L,1.685218175,L,0.018534717,L,0.265472815,L,1.504210641,L,1.507692402,L,1.224520163,L,1.035065492,L,1.058909282,L,0.906502676,L,0.912101361,L,0.718902964,L,1.338434969,L,1.081764481,L,1.487742182,L,1.0320759,L,0.552952146,L,1.069850149,L,1.983304264,L,0.379289211,L,1.312330516,L,1.069050515,L,1.51601913,L,0.652860117,L,1.33378448,L,0.454366582,L,1.527652278,L,1.434927178,L,0.334115509,L,0.057883499,L,0.015440962,L,0.400840633,L,1.990080726,L,1.349282995,L,0.16571135,L,0.750082069,L,0.473154389,L,0.460831412,L,0.133299023,L,0.526501102,L,0.482132725,L,0.364424442,L,1.877904922,L,1.426942632,L,1.667504563,L,0.788265662,L,0.39227299,L,0.094100235,L,1.900052145,L,0.734523625,L,1.376957879,L,0.651615286,L,0.962950677,L,0.485303945,L,1.233467691,L,1.310914713,L,0.406159827,L,0.630914191,L,1.54942318,L,1.733958968,L,0.867445232,L,0.666785389,L,1.618476714,L,0.10222697,L,1.398694105,L,1.022430323,L,1.57920032,L,1.975623037,L,1.497035273,L,0.1673055,L,1.090933994,L,1.015474942,L,0.965772766,L,0.820046142,L,1.196381948,L,0.699637822,L,0.882346166,L,0.825261258,L,1.788268247,L,1.53196703,L,1.230740226,L,1.058735076,L,1.326651943,L,1.096148514,L,1.222575216,L,0.548176033,L,0.254363458,L,1.147313888,L,0.331786867,L,1.469080139,L,0.371699488,L,0.35671813,L,1.390193949,L,1.709570255,L,0.706205011,L,1.24407799,L,1.647600814,L,1.217113576,L,0.580438517,L,0.780250599,L,0.202417485,L,1.178283267,L,0.332620149,L,0.730412916,L,1.539936446,L,1.610475402,L,1.354689785,L,1.246096625,L,1.288085299,L,0.258343342,L,1.985727206,L,0.281094758,L,0.398506599,L,0.899815783,L,1.651635356,L,0.274418227,L,1.878401933,L,0.880858724,L,0.872733468,L,1.604856491,L,0.383882504,L,0.289009676
N,1.487918421,N,0.356370274,N,1.728805185,N,0.719279489,N,0.018870167,N,1.964839746,N,1.957678465,N,0.304921588,N,0.260639194,N,0.826267064,N,1.25598753,N,0.72727281,N,1.662695597,M,0.22276532,M,1.311620106,M,0.804969408,M,1.460644597,M,1.268937201,M,1.532838902,M,1.128290287,M,0.513598597,M,0.405546928,M,0.037063382,M,0.16239003,M,1.702925741,M,0.39378903,M,0.554234568,M,0.535748579,M,1.839919037,M,0.847204273,M,0.873831528,M,0.408921961,M,0.80306759,M,0.631274164,M,0.735975497,M,1.115834397,M,0.086349938,M,1.683686359,M,1.675373471,M,1.611516503,M,0.460620931,M,1.573746535,M,0.341436053,M,1.031615291,M,1.002263865,M,1.777777844,M,0.025636547,M,1.128808395,M,1.807256245,M,0.400099058,M,1.05035779,M,0.715232266,M,1.111645732,M,0.8213305,M,0.911889057,M,0.321452554,M,0.201652598,M,0.387607552,M,0.970522816,M,1.421888614,M,1.343087321,M,1.623833805,M,0.641001512,M,0.83710996,M,1.49682216,M,0.992746646,M,0.116490959,M,1.261516726,M,1.911514516,M,1.401603674,M,0.16498463,M,0.969453455,M,1.896567503,M,1.124843317,M,0.853048388,M,1.828410669,M,1.850535495,M,0.476014848,M,1.303753386,M,0.498284676,M,0.47936218,M,0.68539283,M,0.57820082,M,1.845092204,M,0.167179425,M,1.716724071,M,1.711274849,M,1.425344247,M,0.593682406,M,1.182428233,M,0.026376396,M,1.577064883,M,1.488792239,M,0.529269416,M,1.063828406,M,0.42227438,M,1.258694688,M,0.336791106,M,1.152342244,M,1.666930832,M,1.758065958,M,0.683730724,M,1.972496183,M,1.057217899,M,0.561120877,M,1.269987708,M,0.718983612,M,1.913669575,M,0.59609101,M,1.329973839,M,1.615927469,M,1.637081845,M,0.367223119,M,1.050338195,M,1.255381296,M,0.416376367,M,1.115738084,M,1.395591701,M,1.174659372,M,0.855817252,M,1.720357327,M,0.173992886,M,1.167210806,M,0.418545342,M,1.873551487,M,0.600832328,M,1.968797317,M,0.557583378,M,1.968024758,M,0.970160182,M,0.951416293,M,0.430851349,M,0.074184491,M,0.043931704,M,0.228668369,M,1.95559818,M,1.643485379,M,0.080385239,M,1.760807488,M,0.591895407,M,1.833754095,M,0.800138326,M,1.870854627,M,1.831326561,M,0.191210829,M,1.499649369,M,1.741524588,M,1.172826014,M,1.660431441,M,0.033677184
O,0.703051924,O,0.812109116,O,0.511063878,O,0.487582502,O,1.746199511,O,1.227000637,O,0.033254241,O,1.150405942,O,0.157351975,O,1.785331268,O,0.450775389,O,0.153835983,O,1.713140328,O,1.503324472,N,0.165890949,N,1.58812226,N,1.813916297,N,1.774897958,N,0.848304677,N,0.822026562,N,1.822672601,N,1.60725327,N,0.493400904,N,1.415615577,N,1.443109433,N,0.488818099,N,1.193533198,N,1.093495609,N,1.148461971,N,0.586792706,N,0.918527512,N,1.510824962,N,1.684809883,N,0.568046645,N,1.723305264,N,0.781515714,N,1.693645292,N,1.400321137,N,0.010766392,N,1.693925452,N,0.760124383,N,0.182860491,N,1.165696371,N,0.864854601,N,0.43240189,N,1.240710628,N,0.331150504,N,1.668280548,N,0.013449674,N,1.168197426,N,0.711760333,N,1.827339194,N,0.772244299,N,1.200866075,N,0.384965803,N,1.959631811,N,0.336853374,N,0.741763179,N,0.396846192,N,1.050087452,N,1.574701823,N,0.507967431,N,1.639245889,N,0.870569348,N,0.511664669,N,0.884276464,N,0.398382559,N,0.543100002,N,0.351316872,N,0.108807426,N,0.600162122,N,1.502330642,N,0.090989977,N,0.211801292,N,0.873487893,N,1.520043003,N,1.783289869,N,1.773990828,N,1.739771425,N,1.380665225,N,0.887069031,N,0.487079424,N,1.61337666,N,1.139251293,N,0.855557617,N,1.238902478,N,1.982210296,N,1.135353109,N,0.086605773,N,0.411226537,N,1.254689175,N,0.1279763,N,1.273130804,N,0.342491814,N,1.435475448,N,0.692755346,N,1.767729575,N,1.512714969,N,1.093594688,N,1.152050598,N,0.011690047,N,1.105205193,N,1.357396895,N,0.627804892,N,0.214238353,N,0.895813503,N,1.895985586,N,0.482912086,N,1.578347559,N,0.375526289,N,0.851185054,N,1.896557774,N,0.251991006,N,0.359515483,N,1.454901964,N,0.808858802,N,0.417323107,N,1.147847053,N,0.817663319,N,1.091550785,N,1.020545502,N,1.172588962,N,0.058666576,N,0.970644717,N,1.456336905,N,0.150951444,N,1.905692378,N,1.313152717,N,0.706648218,N,1.703376197,N,1.332393391,N,0.0032207,N,0.514488205,N,0.230644076,N,1.691045865,N,0.467260419,N,1.229580122,N,0.296172587,N,1.374505946,N,1.077653421,N,0.289570271,N,1.386652936,N,0.658762105,N,1.834305206,N,1.945160198,N,0.026220676,N,0.588491091,N,0.513829327,N,0.049768166,N,1.173321063
P,1.825763952,P,1.417308224,P,0.536422094,P,0.401427752,P,1.682019743,P,1.145850307,P,1.534402678,P,0.932073179,P,1.42329384,P,0.144523688,P,1.786627791,P,1.019110163,P,0.82755155,P,1.164073649,P,1.049923049,O,1.615030462,O,1.075726246,O,0.609122403,O,1.504131406,O,0.588290352,O,1.479557663,O,0.601729988,O,0.016168922,O,1.64085917,O,0.50640194,O,0.706539644,O,0.969870017,O,0.372767695,O,1.509574992,O,0.579171747,O,1.444610854,O,1.036029798,O,0.398160114,O,0.31881295,O,0.331329396,O,0.654379623,O,1.517166444,O,0.612354532,O,0.304391393,O,0.726946975,O,0.873071892,O,1.763010182,O,0.931337999,O,0.293918546,O,1.896320765,O,1.750179934,O,1.511849502,O,1.300346914,O,1.023260054,O,0.104663371,O,1.42727785,O,1.307690584,O,1.967970985,O,1.586672155,O,0.852964391,O,1.346068064,O,0.673630274,O,1.201314155,O,0.929880323,O,1.476537218,O,0.907659976,O,0.498041249,O,0.872140107,O,1.868215169,O,0.424246957,O,0.079887757,O,1.009781258,O,1.000031276,O,1.690305574,O,1.865112872,O,1.202874535,O,0.919231548,O,1.896459265,O,1.628180386,O,1.111834897,O,0.873513827,O,0.044611812,O,0.048236375,O,0.848667038,O,0.109576388,O,0.318470441,O,0.743338207,O,0.043221652,O,1.176903334,O,1.738951726,O,1.413265688,O,1.969492273,O,0.162706519,O,1.158625816,O,0.335155776,O,1.169223192,O,0.720869984,O,1.931186484,O,1.548988736,O,0.764242795,O,0.884653321,O,1.34787621,O,0.873268188,O,1.368526248,O,0.652639486,O,0.593131955,O,0.980053739,O,1.111316787,O,1.56316792,O,0.412875475,O,1.187794859,O,1.712455444,O,1.920777825,O,0.907155557,O,0.509507215,O,0.142787294,O,0.191634158,O,1.969389715,O,1.305256777,O,1.749572794,O,0.945856631,O,0.067153688,O,1.377192986,O,0.527836708,O,1.689092813,O,0.199095389,O,0.009353952,O,1.447652845,O,1.397527163,O,1.86596475,O,1.262407763,O,0.101197801,O,1.738815907,O,0.590881223,O,1.131720671,O,1.3457148,O,1.247694567,O,0.922706245,O,0.062608937,O,0.231677951,O,1.778464328,O,1.178238345,O,1.881242703,O,1.118225324,O,1.155448365,O,1.590533324,O,1.439912638,O,0.97933222,O,1.647845239,O,1.040749068,O,0.791551997,O,1.146732802,O,1.470681863,O,0.584423449,O,0.778152289
Q,1.766350671,Q,0.460336568,Q,1.65853995,Q,0.584400898,Q,1.121083802,Q,0.908342086,Q,1.67080306,Q,0.548641791,Q,1.729375873,Q,1.461731461,Q,1.499527318,Q,1.851120907,Q,0.756266085,Q,1.817321216,Q,1.810158101,Q,1.586621437,P,0.967946131,P,0.106671804,P,1.854484148,P,1.96430287,P,0.840701624,P,0.856931264,P,1.814065358,P,1.17066143,P,0.664510496,P,1.254066338,P,0.616303609,P,0.493333961,P,1.674145819,P,0.5019229,P,1.809847627,P,0.868875323,P,1.965913424,P,0.644147614,P,0.758748563,P,0.303568127,P,1.904437475,P,1.049752831,P,0.577096117,P,0.68723877,P,1.232653052,P,1.099871272,P,1.809653472,P,0.866659816,P,0.555485811,P,1.090849117,P,1.989550248,P,0.741019778,P,0.252642647,P,1.172340484,P,1.850140339,P,0.520548569,P,1.794967559,P,0.035251455,P,0.860888652,P,1.720164208,P,1.932399378,P,0.433783223,P,1.73325949,P,0.56940442,P,0.725652916,P,1.896514154,P,1.792661864,P,0.41312574,P,1.641390664,P,1.591760773,P,1.400854722,P,1.862892733,P,0.090638999,P,0.993755744,P,0.80193812,P,0.657372621,P,0.299342001,P,1.828824369,P,0.567007848,P,0.19159921,P,1.206262162,P,0.945619378,P,1.247179803,P,0.27510295,P,0.343653689,P,0.422479906,P,1.744313261,P,0.234145828,P,1.715028338,P,1.553503378,P,0.504268557,P,0.784457843,P,0.100772631,P,0.029449239,P,1.949353999,P,0.688064768,P,1.957266153,P,0.058300874,P,0.558351616,P,1.971894655,P,1.983669585,P,0.531754372,P,1.214459928,P,0.890375571,P,1.466246849,P,1.391305249,P,0.295365091,P,0.046139904,P,1.028654674,P,1.240343608,P,0.942075339,P,1.341689473,P,1.579018058,P,1.660341089,P,1.643681961,P,1.194024255,P,0.238184004,P,0.253858646,P,0.348941142,P,1.775279839,P,0.217064009,P,0.053104654,P,1.927488436,P,1.612581726,P,0.969245538,P,0.519407442,P,1.612589003,P,0.166297764,P,0.01388696,P,1.894289554,P,1.444995702,P,1.296630308,P,0.10572447,P,1.470491261,P,1.374188622,P,0.757226462,P,1.603032382,P,1.433585054,P,0.709805923,P,0.291424935,P,1.207671376,P,0.056204616,P,1.818941937,P,0.587427537,P,1.830007166,P,1.573369778,P,0.819624133,P,1.074830006,P,1.545593375,P,1.295636543,P,0.020615467,P,1.404170231,P,1.169810253,P,1.991699134
R,0.082686609,R,1.047671493,R,0.43840274,R,0.421098083,R,1.952205207,R,1.038991311,R,0.403892279,R,0.21054922,R,1.725616928,R,1.994858106,R,0.63841377,R,1.870641502,R,1.260517871,R,1.766548839,R,1.821064508,R,0.244025828,R,1.798723788,Q,0.047018168,Q,1.794565038,Q,1.664077728,Q,1.127330357,Q,1.868549927,Q,0.787103447,Q,0.66445708,Q,0.196291422,Q,0.602257846,Q,0.749027814,Q,0.944686635,Q,1.623554185,Q,1.661874315,Q,0.075608611,Q,0.456455017,Q,1.452574044,Q,0.767122152,Q,0.885894605,Q,0.040490137,Q,1.253790059,Q,1.119918464,Q,0.212124816,Q,0.826743216,Q,0.902268018,Q,0.898265637,Q,1.299277616,Q,0.992469611,Q,0.202367852,Q,1.584999514,Q,1.827608362,Q,0.3446031,Q,1.402150744,Q,1.337706062,Q,0.461917536,Q,0.62019889,Q,1.394115176,Q,1.4558355,Q,1.314216996,Q,1.675872701,Q,0.291024407,Q,0.158578504,Q,1.913457982,Q,0.608356213,Q,1.834280642,Q,1.391094553,Q,1.235365746,Q,0.867116496,Q,0.56089937,Q,1.121359588,Q,1.376488835,Q,0.695786077,Q,1.973744005,Q,1.145310514,Q,1.966454462,Q,1.081883658,Q,1.703474985,Q,1.299928995,Q,0.836264898,Q,1.33095333,Q,0.603623558,Q,0.470509611,Q,1.068658107,Q,1.329026407,Q,1.005300038,Q,1.800233669,Q,1.594237473,Q,1.849261637,Q,1.869541877,Q,1.867643862,Q,0.208255871,Q,0.751965723,Q,1.94799253,Q,0.105223857,Q,1.735216734,Q,0.339112287,Q,0.470118418,Q,0.246352447,Q,0.131854767,Q,1.409105354,Q,0.137951541,Q,1.514994026,Q,1.675339043,Q,0.70327727,Q,0.980319126,Q,0.695038494,Q,0.539255999,Q,1.362010415,Q,1.173562061,Q,1.793420873,Q,0.884787066,Q,1.445788402,Q,1.989655643,Q,0.630816925,Q,1.108541844,Q,1.527618021,Q,0.732257042,Q,0.334180425,Q,0.82198439,Q,1.405094343,Q,1.602525281,Q,1.338703504,Q,0.625910146,Q,0.743104656,Q,0.86369467,Q,1.781695751,Q,0.402808797,Q,1.263956719,Q,1.435686962,Q,0.763914604,Q,0.598979407,Q,1.605620433,Q,0.368818958,Q,0.169782682,Q,1.321985233,Q,0.752005716,Q,0.364296642,Q,0.471420718,Q,1.971799243,Q,0.768876953,Q,1.926159875,Q,1.90902717,Q,1.468871399,Q,1.084024124,Q,1.781284738,Q,0.699239765,Q,0.691018132,Q,0.306134087,Q,1.092033373,Q,0.695022278,Q,1.95691131,Q,1.893785859,Q,1.922248901,Q,1.506215639
S,1.242885567,S,0.820284614,S,0.424741962,S,0.900207545,S,1.879862107,S,1.973717993,S,1.065217931,S,1.875495842,S,1.552915125,S,0.074482649,S,1.829029384,S,0.18955251,S,0.538913012,S,1.787921913,S,1.854928357,S,1.771223269,S,1.14585387,S,1.198054196,R,0.73319974,R,1.186765244,R,0.641537301,R,0.87635674,R,1.232497859,R,0.61518257,R,1.334107676,R,1.822674889,R,1.735781234,R,0.34942136,R,0.99550505,R,1.108941126,R,1.738931207,R,1.918783351,R,1.522018769,R,0.098620475,R,1.371580599,R,1.801095391,R,0.680287916,R,0.855721382,R,0.249992733,R,0.901208667,R,0.038875823,R,0.71941931,R,1.101882273,R,1.502448063,R,1.965366966,R,1.748126145,R,0.209393197,R,0.763898334,R,1.292787188,R,0.123431868,R,0.581770657,R,1.074724892,R,1.61970575,R,1.207800339,R,1.87285801,R,1.880870577,R,1.659647148,R,1.003198773,R,1.172088154,R,0.359477449,R,1.725484994,R,0.430935896,R,0.555522878,R,0.76345109,R,0.408271482,R,1.003787584,R,0.510277968,R,1.241728858,R,1.514130312,R,0.946875696,R,1.259315658,R,1.665628736,R,1.325709179,R,1.514694851,R,0.954064633,R,0.896656802,R,0.868412308,R,1.841840642,R,0.92436772,R,1.23995193,R,1.090897127,R,0.378242689,R,1.548357375,R,1.211588115,R,0.708983401,R,1.907562607,R,1.023539914,R,1.170917205,R,0.147227391,R,1.026801008,R,0.155981569,R,0.706450145,R,0.500393986,R,1.077186902,R,0.616705858,R,1.539280855,R,0.565062041,R,0.077474738,R,1.403874669,R,0.58974708,R,0.94924797,R,1.635112863,R,0.974385259,R,0.238885456,R,0.327481299,R,1.675989381,R,0.695271363,R,1.750755773,R,0.83347727,R,0.908945233,R,1.122313842,R,0.331262194,R,1.003001461,R,1.72443499,R,1.042522819,R,0.58801835,R,0.963800026,R,1.806751898,R,0.552524134,R,0.593350963,R,0.912620311,R,0.62916999,R,1.499819675,R,0.089600389,R,0.672498623,R,1.567641404,R,0.077987979,R,1.995405567,R,0.64242287,R,1.843297544,R,0.943900726,R,0.509109896,R,1.16182651,R,0.680450969,R,0.401712065,R,1.167054141,R,1.804545363,R,1.650968028,R,1.817527873,R,1.969741778,R,1.271266684,R,0.709650772,R,0.203217721,R,1.035677238,R,0.025924369,R,1.18033748,R,0.084424577,R,1.407351211,R,1.832529164,R,0.809756812
T,1.820790608,T,1.27981213,T,1.255063186,T,0.00937049,T,0.91014745,T,1.196384886,T,1.605320292,T,1.869445452,T,1.393436709,T,0.287643225,T,0.575948884,T,1.018536317,T,1.925431187,T,1.67213803,T,0.628587548,T,1.831304703,T,1.224602327,T,0.758720509,T,1.823105011,S,0.715772097,S,1.76014154,S,0.228714946,S,1.193451274,S,0.518314885,S,0.316154637,S,1.837542153,S,0.915576267,S,0.183697672,S,0.923674417,S,1.884366831,S,0.740020732,S,0.968435348,S,1.176862307,S,1.416292731,S,0.50224922,S,1.422336038,S,1.278292064,S,1.654681112,S,1.287922338,S,0.41425534,S,0.253026892,S,0.508839277,S,1.883595434,S,1.415826418,S,1.531736149,S,0.602105145,S,1.039993461,S,0.650533386,S,0.716295106,S,0.087709626,S,1.318951404,S,0.151327696,S,0.901645393,S,1.115741543,S,1.264508174,S,1.848901227,S,0.508646833,S,1.792296296,S,0.937111373,S,1.074926251,S,0.662926735,S,0.595889695,S,1.968105605,S,0.586238374,S,1.328167156,S,0.528211653,S,1.978576692,S,1.859729356,S,0.347480215,S,0.768437955,S,1.928827242,S,1.305226745,S,1.296209017,S,0.957534192,S,0.266550041,S,1.49241866,S,0.965540649,S,0.106111657,S,1.18549779,S,1.372347123,S,0.613545975,S,1.454882421,S,0.583355561,S,0.644839339,S,0.915253955,S,0.470162444,S,1.134907245,S,0.834022629,S,0.163542227,S,0.487891329,S,1.824973026,S,1.07052216,S,0.278181134,S,1.452126744,S,0.91223102,S,1.184932712,S,1.044220966,S,0.029804153,S,0.997069649,S,1.919441753,S,0.399489635,S,0.767174601,S,0.7748879,S,0.547355872,S,0.965466089,S,1.062092558,S,0.755784711,S,0.295149976,S,1.166131362,S,0.432769002,S,1.124083178,S,0.593238027,S,0.221239671,S,1.459348957,S,0.016386758,S,1.207396931,S,0.951388208,S,0.802655409,S,0.841237527,S,0.150156345,S,0.523242187,S,0.054357293,S,0.665651063,S,1.716913318,S,1.395261005,S,0.398451451,S,1.108788239,S,0.548542479,S,1.946275568,S,0.398527748,S,1.01740846,S,0.438732549,S,0.373543337,S,0.690263516,S,0.100763453,S,0.618633919,S,0.127202656,S,0.653229516,S,0.786393996,S,0.977374824,S,0.982636202,S,1.323712692,S,1.635692972,S,1.148569935,S,0.434952492,S,1.662065459,S,0.541678653,S,0.497030296,S,0.138911433,S,1.53350811
U,1.889663944,U,1.876863679,U,1.634225471,U,0.468960649,U,1.319761763,U,1.418041996,U,1.284072553,U,0.919965085,U,1.695282068,U,1.350262129,U,0.085626301,U,1.654508478,U,0.540817028,U,0.572374839,U,0.72730972,U,1.322223633,U,0.570921285,U,1.742211124,U,1.785820211,U,0.47447347,T,1.198604638,T,0.770740664,T,0.170976221,T,0.312674723,T,1.884705705,T,1.727387938,T,1.554169762,T,0.445389437,T,0.692133495,T,1.640459847,T,1.503674292,T,1.807371321,T,0.630043274,T,0.378277561,T,0.466542593,T,0.420972121,T,1.956692939,T,1.644567448,T,1.164349833,T,0.691361499,T,1.575109354,T,0.460535536,T,0.075748948,T,1.184835346,T,1.952378644,T,1.62737872,T,0.672852141,T,0.651810915,T,1.665885606,T,1.687202287,T,0.903355326,T,1.638750062,T,1.009140723,T,1.227589912,T,0.366624722,T,0.603726897,T,0.467774467,T,0.414350271,T,1.226121131,T,1.204681168,T,1.076862589,T,1.701112524,T,1.331294384,T,1.839133217,T,0.132489423,T,1.618836285,T,0.683990245,T,0.222703492,T,1.929132321,T,0.692580979,T,1.665520897,T,0.343116297,T,0.842769022,T,0.593479972,T,0.866753307,T,1.158222482,T,0.567093678,T,1.915562177,T,0.539027205,T,1.742462847,T,0.257710909,T,0.174428949,T,1.352011444,T,0.663899241,T,0.53646861,T,1.192631863,T,1.271913541,T,1.218284848,T,1.262642376,T,1.096599763,T,1.71042351,T,0.111303515,T,1.246308876,T,0.63337438,T,0.276960965,T,0.482744702,T,0.079667895,T,0.885763965,T,1.741020923,T,0.570925361,T,0.113894083,T,1.291235669,T,0.413939892,T,0.324825087,T,1.722283575,T,0.462200933,T,1.963671189,T,0.881394138,T,0.349955335,T,0.549533028,T,1.682497657,T,0.336483424,T,1.607228986,T,1.897614437,T,1.973440507,T,1.707564489,T,0.30222662,T,0.438092404,T,1.79868177,T,1.931718207,T,1.608547137,T,1.685727278,T,1.443647541,T,0.4301242,T,0.635371311,T,1.766005568,T,1.607901784,T,1.929554248,T,1.524230133,T,1.019894013,T,1.488331665,T,1.280827377,T,0.537855753,T,1.226523818,T,1.836964493,T,1.825300791,T,0.864649145,T,0.862389727,T,0.11205179,T,0.549676852,T,1.574307441,T,0.074121817,T,0.982742549,T,1.643624419,T,1.065365012,T,1.348617157,T,1.827256303,T,0.735803147,T,0.036740901,T,1.412043178
